@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute limbs-1 numeric
@attribute limbs-2 numeric
@attribute limbs-3 numeric
@attribute limbs-4 numeric
@attribute limbs-5 numeric
@attribute limbs-6 numeric
@attribute limbs-7 numeric
@attribute limbs-8 numeric
@attribute limbs-9 numeric
@attribute limbs-10 numeric
@attribute limbs-11 numeric
@attribute limbs-12 numeric
@attribute limbs-13 numeric
@attribute limbs-14 numeric
@attribute limbs-15 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric

@data
55,'2015/11/24 21:07:46:934',1,120.34745,66.098808,171.981689,166.506409,147.507599,159.16423,102.968704,111.548111,165.235443,168.597809,111.626633,45.499699,161.40303,163.815536,3.508668,8,0.68,0,0,0
56,'2015/11/24 21:07:46:998',1,120.138336,81.984268,126.333244,166.262436,133.101303,158.62941,131.44223,111.484718,172.218872,168.180008,84.800529,45.307426,165.639999,162.846024,18.86549,8,0.68,0,0,0
57,'2015/11/24 21:07:47:058',1,119.924133,71.375542,126.339005,166.054062,132.70253,158.575333,132.012573,111.731293,172.725494,168.020294,85.448059,45.887367,161.81958,162.705994,18.692156,8,0.68,0,0,0
58,'2015/11/24 21:07:47:126',1,119.878891,79.915848,126.111473,167.784286,132.703461,158.321609,132.105453,111.7248,172.91774,167.884674,85.920212,44.564301,162.498306,160.73085,18.726685,8,0.68,0,0,0
59,'2015/11/24 21:07:47:191',1,119.990219,80.638969,125.223236,168.943985,132.496552,158.167114,132.356018,111.837181,173.075745,167.876694,85.93441,44.437569,161.278824,157.713028,18.647509,8,0.68,0,0,0
60,'2015/11/24 21:07:47:214',1,119.990219,80.638969,125.223236,168.943985,132.496552,158.167114,132.356018,111.837181,173.075745,167.876694,85.93441,44.437569,161.278824,157.713028,18.647509,8,0.68,0,0,0
61,'2015/11/24 21:07:47:231',1,120.014,80.994522,124.905876,169.489609,132.712952,158.071014,132.199829,111.864243,173.113083,167.922134,85.851059,44.369888,168.827942,157.684616,18.586716,8,0.68,0,0,0
62,'2015/11/24 21:07:47:301',1,120.212975,80.63427,124.602638,170.873093,132.877625,158.013519,132.24823,112.005249,173.256683,167.914948,84.509544,43.652061,165.575775,156.056747,18.521639,8,0.68,0,0,0
63,'2015/11/24 21:07:47:368',1,120.375961,68.151291,120.707138,170.567902,132.682343,158.027954,132.259949,111.862251,173.317337,167.975876,83.309708,42.696117,155.925232,163.550735,18.416552,8,0.68,0,0,0
64,'2015/11/24 21:07:47:431',1,120.928238,67.092476,125.023537,161.808456,131.9254,158.018784,132.717407,111.877861,173.290421,168.088135,83.67028,40.882214,145.802628,173.044968,18.391529,8,0.68,0,0,0
65,'2015/11/24 21:07:47:452',1,120.928238,67.092476,125.023537,161.808456,131.9254,158.018784,132.717407,111.877861,173.290421,168.088135,83.67028,40.882214,145.802628,173.044968,18.391529,8,0.68,0,0,0
66,'2015/11/24 21:07:47:506',1,122.251762,65.796585,103.75602,163.508087,132.192047,157.970703,132.309647,111.486641,173.164215,167.867264,68.744255,39.06863,171.435059,171.564087,18.737267,8,0.68,0,0,0
67,'2015/11/24 21:07:47:529',1,122.251762,65.796585,103.75602,163.508087,132.192047,157.970703,132.309647,111.486641,173.164215,167.867264,68.744255,39.06863,171.435059,171.564087,18.737267,8,0.68,0,0,0
68,'2015/11/24 21:07:47:579',1,124.592812,64.766541,123.837204,178.58371,132.377533,158.193924,131.765015,110.747459,173.018799,167.664093,76.19207,36.673748,118.468826,117.088303,19.062891,8,0.68,0,0,0
69,'2015/11/24 21:07:47:601',1,124.592812,64.766541,123.837204,178.58371,132.377533,158.193924,131.765015,110.747459,173.018799,167.664093,76.19207,36.673748,118.468826,117.088303,19.062891,8,0.68,0,0,0
70,'2015/11/24 21:07:47:652',1,125.290733,64.983711,105.66935,175.282059,156.02446,156.79274,123.386787,109.596962,173.682755,168.153915,56.338806,31.510174,169.552841,161.074173,17.147947,8,0.68,0,0,0
