@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute limbs-1 numeric
@attribute limbs-2 numeric
@attribute limbs-3 numeric
@attribute limbs-4 numeric
@attribute limbs-5 numeric
@attribute limbs-6 numeric
@attribute limbs-7 numeric
@attribute limbs-8 numeric
@attribute limbs-9 numeric
@attribute limbs-10 numeric
@attribute limbs-11 numeric
@attribute limbs-12 numeric
@attribute limbs-13 numeric
@attribute limbs-14 numeric
@attribute limbs-15 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric

@data
81,'2015/11/25 23:40:53:522',1,111.403885,89.305161,168.94809,172.996307,167.624252,169.927094,101.89267,103.013176,149.735703,148.649353,155.939362,164.758118,173.026459,166.959763,59.05666,1,0.56,0,0,0
82,'2015/11/25 23:40:53:681',1,111.704376,87.935394,167.583054,174.069885,166.754837,167.115936,101.84771,102.409332,149.345474,149.276093,156.187149,170.308563,177.296585,168.92981,58.093189,1,0.56,0,0,0
83,'2015/11/25 23:40:53:788',1,104.022728,83.603249,171.912384,171.524399,168.2742,163.54425,101.887344,101.639305,147.965988,152.138245,170.966949,179.408966,173.336349,166.953766,55.867973,1,0.56,0,0,0
84,'2015/11/25 23:40:53:879',1,97.995781,78.26252,173.995224,171.571854,167.685883,165.253616,101.996727,101.632767,146.445251,156.594238,176.207809,173.009048,170.389038,166.416122,51.872791,1,0.56,0,0,0
85,'2015/11/25 23:40:53:985',1,112.365257,83.372993,169.665268,165.920502,169.435577,165.791397,102.324577,101.633369,149.771393,155.160126,163.604736,166.271774,164.060898,179.546204,49.913475,1,0.56,0,0,0
86,'2015/11/25 23:40:54:150',1,108.62571,94.940674,170.954681,162.670227,172.3685,165.363831,102.184769,101.792564,150.312195,157.877686,170.092819,157.088867,173.835678,174.847412,48.001064,1,0.56,0,0,0
87,'2015/11/25 23:40:54:295',1,108.251724,96.924088,171.948318,162.954971,174.21698,165.250153,102.190056,101.825768,151.537354,159.607986,165.539246,159.4021,173.97081,173.253845,45.584034,1,0.56,0,0,0
88,'2015/11/25 23:40:54:414',1,107.503662,98.904648,170.604202,163.067764,176.637878,165.628021,102.219917,101.893654,151.966125,160.771744,166.385345,157.246475,159.614944,170.484467,44.579208,1,0.56,0,0,0
89,'2015/11/25 23:40:54:530',1,107.561325,94.729454,170.303802,164.337082,175.588058,166.457336,102.231651,101.887848,152.235062,160.292648,164.471176,160.76712,174.583542,174.938675,44.97102,1,0.56,0,0,0
90,'2015/11/25 23:40:54:612',1,108.075066,95.091995,170.089462,165.040405,174.230392,167.517593,102.148811,101.86145,153.564194,157.59787,166.532028,160.461304,172.103607,172.978394,46.726933,1,0.56,0,0,0
91,'2015/11/25 23:40:54:704',1,108.288551,93.91256,170.837097,164.905914,173.996613,167.427689,102.077148,101.815826,153.132965,156.991547,170.131516,160.624512,174.217484,166.095016,47.691395,1,0.56,0,0,0
92,'2015/11/25 23:40:54:753',1,110.855225,79.597076,168.641525,172.645645,169.877609,168.495148,102.110252,101.696899,154.675079,153.77562,166.504745,176.987839,166.178879,165.514893,49.451675,1,0.56,0,0,0
93,'2015/11/25 23:40:54:861',1,112.832855,79.988182,166.96373,169.989517,169.810532,167.869766,101.991051,101.679359,153.372055,154.286545,161.08078,175.246124,174.01622,173.926712,50.238602,1,0.56,0,0,0
94,'2015/11/25 23:40:54:956',1,118.701294,82.12455,165.950119,169.637894,167.174728,168.432343,102.057259,101.864182,151.071365,153.146317,149.937057,173.398849,176.613266,176.365967,53.817345,1,0.56,0,0,0
95,'2015/11/25 23:40:55:062',1,109.518593,88.674576,167.855026,169.366287,167.761673,168.521103,101.74826,101.745346,153.407806,149.438049,157.039337,172.565094,176.541046,174.068573,55.059948,1,0.56,0,0,0
96,'2015/11/25 23:40:55:148',1,86.359154,88.595306,173.375702,171.08493,166.366684,168.869217,101.450195,101.776924,154.646286,149.384003,157.579788,169.562286,170.182251,178.659622,53.619427,1,0.56,0,0,0
97,'2015/11/25 23:40:55:240',1,118.57972,90.993347,164.577042,171.639694,161.475906,170.033539,101.740265,102.196236,151.324554,149.867523,146.211639,163.313766,171.197723,166.384171,56.032284,1,0.56,0,0,0
98,'2015/11/25 23:40:55:337',1,93.426514,89.744682,176.176865,169.10466,159.927246,171.640533,101.542511,102.063828,151.428635,150.02269,157.79097,161.312729,175.776123,174.36586,55.573704,1,0.56,0,0,0
99,'2015/11/25 23:40:55:423',1,92.604469,89.755875,175.30986,167.361603,159.536484,171.848495,101.591057,102.079414,151.434631,150.330963,153.574493,159.921356,177.381973,176.384476,55.12635,1,0.56,0,0,0
100,'2015/11/25 23:40:55:498',1,97.459045,89.953201,170.50148,165.572235,159.373688,172.108521,101.641907,102.185661,151.48851,150.137024,152.878571,157.208862,176.053223,168.436966,55.116398,1,0.56,0,0,0
101,'2015/11/25 23:40:55:654',1,105.261841,91.070602,165.589249,168.605942,159.251465,171.969864,101.61161,102.334579,151.166733,149.900131,156.858246,154.227097,175.208008,161.209198,55.358387,1,0.56,0,0,0
102,'2015/11/25 23:40:55:829',1,103.561424,91.191704,168.24826,173.651291,160.396088,170.816055,101.59008,102.252838,149.939301,151.221466,158.443604,159.409027,177.337341,170.800125,55.02533,1,0.56,0,0,0
103,'2015/11/25 23:40:55:907',1,108.968063,91.910095,166.380844,176.642639,162.665604,169.167267,101.680122,102.125008,150.449341,151.088043,152.846222,158.646042,170.97464,159.866272,54.772945,1,0.56,0,0,0
104,'2015/11/25 23:40:56:047',1,102.934616,97.760994,169.499512,164.438812,168.243454,167.383041,101.689278,101.792854,147.191498,156.57132,172.044388,168.616852,170.719177,168.254425,53.12957,1,0.56,0,0,0
