@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute limbs-1 numeric
@attribute limbs-2 numeric
@attribute limbs-3 numeric
@attribute limbs-4 numeric
@attribute limbs-5 numeric
@attribute limbs-6 numeric
@attribute limbs-7 numeric
@attribute limbs-8 numeric
@attribute limbs-9 numeric
@attribute limbs-10 numeric
@attribute limbs-11 numeric
@attribute limbs-12 numeric
@attribute limbs-13 numeric
@attribute limbs-14 numeric
@attribute limbs-15 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric

@data
112,'2015/11/27 09:44:40:541',1,116.245766,108.819427,113.774872,165.094238,128.274246,138.552856,13.592628,47.116062,149.140335,146.085922,68.621033,60.947731,142.098602,167.434174,26.417915,7,0.56,0,0,0
113,'2015/11/27 09:44:40:653',1,115.943306,108.456718,114.01577,163.352753,130.853516,138.27182,14.179296,47.84573,148.525284,146.457428,70.936615,62.924828,159.446136,170.526917,26.974806,7,0.56,0,0,0
114,'2015/11/27 09:44:40:749',1,115.090919,109.012657,99.879631,160.599838,132.864319,135.983597,13.615047,48.715054,148.757751,146.244339,63.208435,65.552086,164.425247,172.341064,27.464087,7,0.56,0,0,0
115,'2015/11/27 09:44:40:917',1,115.070625,108.824623,97.588577,160.425476,134.255798,135.104858,11.991564,49.431091,147.579269,146.446442,62.649822,65.658409,170.80719,176.444168,28.693193,7,0.56,0,0,0
116,'2015/11/27 09:44:40:990',1,115.177185,108.751289,117.524338,158.361771,116.673859,135.075455,13.1751,47.87693,147.028854,146.630173,78.390404,65.227631,164.432114,174.907364,27.618685,7,0.56,0,0,0
117,'2015/11/27 09:44:41:052',1,115.300125,108.694748,114.458862,157.347443,134.416992,139.69838,7.903009,45.851982,146.235565,147.564682,76.775673,63.947578,161.668854,175.031799,26.791227,7,0.56,0,0,0
118,'2015/11/27 09:44:41:186',1,115.737663,108.936272,108.547203,166.784424,134.361694,148.207153,13.094123,43.255722,145.676025,148.940567,70.556938,60.267742,170.021729,147.42598,26.024607,7,0.56,0,0,0
119,'2015/11/27 09:44:41:287',1,120.086464,74.429214,118.60656,168.15538,134.947433,148.213058,13.046,45.180893,144.914139,147.193268,67.995949,53.949253,163.071976,159.405777,29.473986,7,0.56,0,0,0
120,'2015/11/27 09:44:41:397',1,123.261108,70.700233,109.117073,161.32196,133.02475,126.3965,14.016572,55.652233,142.979156,133.394135,49.577686,42.657978,153.665253,174.34288,34.826553,7,0.56,0,0,0
121,'2015/11/27 09:44:41:482',1,122.053734,69.952721,174.940125,169.388489,128.703262,133.138962,9.845565,49.272781,142.240799,144.59111,82.794067,41.582802,178.343063,177.424088,34.275192,7,0.56,0,0,0
122,'2015/11/27 09:44:41:544',1,121.671417,70.749046,175.552917,174.473633,132.860062,133.118912,4.516457,48.675694,141.84433,146.843719,74.962944,40.674576,175.503464,172.478241,40.943245,7,0.56,0,0,0
123,'2015/11/27 09:44:41:634',1,123.088615,71.427544,84.93615,175.54071,136.097366,117.933403,5.390009,60.933361,156.002579,136.007324,30.753218,35.670963,156.901993,168.437866,42.751572,7,0.56,0,0,0
124,'2015/11/27 09:44:41:767',1,121.601845,66.466194,75.60247,171.724762,101.877007,118.109634,16.552176,114.801109,132.945236,130.04776,18.721268,40.27092,134.582657,160.229752,51.721455,7,0.56,0,0,0
