@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute limbs-1 numeric
@attribute limbs-2 numeric
@attribute limbs-3 numeric
@attribute limbs-4 numeric
@attribute limbs-5 numeric
@attribute limbs-6 numeric
@attribute limbs-7 numeric
@attribute limbs-8 numeric
@attribute limbs-9 numeric
@attribute limbs-10 numeric
@attribute limbs-11 numeric
@attribute limbs-12 numeric
@attribute limbs-13 numeric
@attribute limbs-14 numeric
@attribute limbs-15 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric

@data
48,'2015/11/24 18:19:16:063',1,116.641357,112.847206,167.494019,165.204147,169.190048,167.690872,138.537277,105.185913,165.133972,176.213379,142.787354,50.247433,165.92041,162.001129,18.633165,1,0.56,0,0,0
49,'2015/11/24 18:19:16:160',1,111.308998,113.389275,175.088654,164.321045,169.072235,167.80336,139.087921,105.269249,165.103806,176.155396,135.347473,50.819664,177.605515,162.565369,18.71257,1,0.56,0,0,0
50,'2015/11/24 18:19:16:291',1,110.808556,113.134857,174.33313,166.158112,169.333862,169.041504,139.295547,105.355019,166.294769,174.771957,139.106781,51.583092,174.83075,171.115341,18.914721,1,0.56,0,0,0
51,'2015/11/24 18:19:16:353',1,110.631432,113.08223,171.589432,166.843414,169.194046,169.479874,137.049606,105.337204,166.599091,174.408524,137.869293,51.708241,163.442444,174.115555,18.964142,1,0.56,0,0,0
52,'2015/11/24 18:19:16:406',1,110.645348,112.282753,173.498917,166.854919,169.083832,170.18335,138.366257,105.256538,167.938156,173.007111,135.714325,51.964329,170.71698,174.36496,19.022358,1,0.56,0,0,0
53,'2015/11/24 18:19:16:454',1,110.588547,111.830727,169.142899,167.197784,168.982803,170.570496,139.172836,105.209686,168.437256,172.444199,131.755219,52.07748,171.739456,171.569229,19.090315,1,0.56,0,0,0
54,'2015/11/24 18:19:16:503',1,110.573723,111.477402,172.448349,167.555847,168.8694,170.983032,139.134598,105.176544,168.821579,172.00293,131.202164,52.181889,173.26387,170.791428,19.157543,1,0.56,0,0,0
55,'2015/11/24 18:19:16:548',1,110.611771,112.620026,172.669662,166.210251,168.831741,171.606873,139.202103,105.182617,169.238312,171.294022,126.992912,53.148621,169.055679,168.223724,19.457165,1,0.56,0,0,0
56,'2015/11/24 18:19:16:622',1,110.619148,114.570267,173.84198,163.139557,168.815628,172.098572,139.317093,105.26178,169.987595,170.43013,125.965767,54.735268,161.070709,167.389679,19.55674,1,0.56,0,0,0
57,'2015/11/24 18:19:16:709',1,107.165779,115.861076,174.996872,159.337402,168.715332,173.070511,140.559143,105.38504,170.71283,169.349457,119.11808,56.579212,171.671738,165.238083,19.912275,1,0.56,0,0,0
58,'2015/11/24 18:19:16:766',1,107.110374,112.733315,174.370361,160.407349,168.611832,173.352005,141.183502,105.358391,170.754944,169.085968,117.018021,55.191147,175.272278,166.35881,20.141417,1,0.56,0,0,0
59,'2015/11/24 18:19:16:830',1,107.093758,114.890099,174.171158,158.655136,168.61705,173.577408,105.920776,105.352013,170.901337,168.777786,113.761574,56.633137,173.880554,165.636093,20.306707,1,0.56,0,0,0
60,'2015/11/24 18:19:16:888',1,106.98114,115.777542,171.236267,157.647873,168.564041,174.030777,105.883568,105.322067,171.105118,168.4048,108.316803,57.631557,177.581894,164.496796,20.477932,1,0.56,0,0,0
61,'2015/11/24 18:19:16:987',1,106.570839,116.028465,171.169846,158.137009,168.461853,174.004532,105.702477,105.214333,170.525925,168.630417,96.920822,58.16729,176.915527,164.160721,20.843212,1,0.56,0,0,0
62,'2015/11/24 18:19:17:035',1,106.462379,116.20475,170.163559,158.887161,168.494736,173.761658,105.686584,105.206268,170.241714,168.980484,94.833839,58.275005,177.73407,166.839233,20.776842,1,0.56,0,0,0
63,'2015/11/24 18:19:17:087',1,106.505859,116.441093,169.433762,159.106125,168.515823,173.654755,105.687492,105.208305,169.994125,169.176773,92.353317,58.329464,176.461136,167.043213,20.827267,1,0.56,0,0,0
64,'2015/11/24 18:19:17:177',1,107.091743,116.566231,168.537415,160.245056,168.594269,172.477814,105.69577,105.238518,169.323608,170.494507,83.669388,58.235252,177.345901,170.646118,20.177597,1,0.56,0,0,0
65,'2015/11/24 18:19:17:219',1,107.666367,116.555862,171.885223,161.018036,168.585388,172.233856,105.767731,105.277031,168.831177,170.965729,76.132797,58.087173,177.976456,173.555832,20.187262,1,0.56,0,0,0
66,'2015/11/24 18:19:17:309',1,108.431854,116.632919,172.12944,162.170746,168.267868,171.894363,105.86705,105.313507,168.263229,171.599457,66.872169,57.645866,177.352997,177.706848,20.124186,1,0.56,0,0,0
67,'2015/11/24 18:19:17:364',1,110.000732,116.707428,167.567108,161.734329,168.213684,171.594299,105.926552,105.335068,167.811737,172.146988,66.657326,57.245987,174.731934,176.560638,20.024273,1,0.56,0,0,0
68,'2015/11/24 18:19:17:415',1,110.48455,117.089058,168.359482,161.382614,168.084091,171.1987,106.005638,105.376366,167.033798,172.989624,63.676182,56.959549,173.035263,177.655716,19.947151,1,0.56,0,0,0
69,'2015/11/24 18:19:17:499',1,111.174721,116.023621,171.577805,161.664795,167.336548,170.54776,106.180573,105.441353,166.638931,173.998077,55.910545,55.538956,172.747543,173.22966,19.3465,1,0.56,0,0,0
70,'2015/11/24 18:19:17:572',1,113.30204,114.163948,170.612564,162.470978,167.155502,169.789856,141.208572,105.406509,166.206345,174.763702,56.830738,54.498146,178.02562,171.422897,19.029955,1,0.56,0,0,0
71,'2015/11/24 18:19:17:618',1,113.49575,112.419067,171.644455,165.365662,167.029236,169.366058,140.535843,105.378395,165.676987,175.360931,58.214027,53.215725,166.132782,169.199783,18.953434,1,0.56,0,0,0
72,'2015/11/24 18:19:17:700',1,113.467148,113.76709,170.028336,167.167496,167.355362,168.079514,140.897903,105.363724,163.566452,177.622452,65.128113,52.968964,170.927002,175.169312,18.794758,1,0.56,0,0,0
73,'2015/11/24 18:19:17:779',1,113.813766,114.106583,172.203857,166.121307,168.313171,167.151062,140.463013,105.560905,162.457031,179.00412,76.045624,52.675617,168.992325,171.413116,18.483536,1,0.56,0,0,0
74,'2015/11/24 18:19:17:820',1,113.900337,113.754341,168.311096,166.235367,168.712006,166.859833,139.587448,105.580544,162.533371,179.081955,83.2239,52.675877,174.01709,172.098114,18.211861,1,0.56,0,0,0
75,'2015/11/24 18:19:17:900',1,114.333405,113.94252,174.266907,165.123749,169.346802,166.214691,137.023849,105.610237,163.163513,179.167892,89.266693,52.889961,143.43927,174.255798,17.392796,1,0.56,0,0,0
76,'2015/11/24 18:19:17:980',1,112.035187,113.414993,174.361649,162.400818,171.834579,161.455872,133.826782,105.330864,161.975677,179.485046,95.184975,51.576096,165.904236,170.758133,17.775881,1,0.56,0,0,0
77,'2015/11/24 18:19:18:020',1,102.504555,113.376892,172.421356,161.742218,170.588684,163.46489,134.97731,105.28569,162.248398,179.640152,96.364868,51.569298,159.210098,170.404465,17.70499,1,0.56,0,0,0
78,'2015/11/24 18:19:18:107',1,112.30101,128.793564,169.466141,145.470352,170.63974,163.871994,137.264984,105.406944,163.611755,178.707932,107.151474,56.341488,130.720596,165.354279,17.293711,1,0.56,0,0,0
79,'2015/11/24 18:19:18:153',1,117.571121,127.686363,159.306107,150.367188,170.753876,163.928619,136.998734,105.394333,163.468216,178.918137,115.957642,55.624287,174.952805,164.182587,17.384604,1,0.56,0,0,0
80,'2015/11/24 18:19:18:228',1,122.606735,128.012436,164.516953,149.779388,170.797379,164.248505,136.761917,105.527763,163.42836,178.939102,125.309242,55.548771,168.28775,163.824066,17.606665,1,0.56,0,0,0
81,'2015/11/24 18:19:18:307',1,122.6371,128.170639,174.139465,149.443222,170.546921,164.615234,135.983093,105.638641,163.619476,178.671753,130.798386,55.521538,176.522217,166.32959,17.69838,1,0.56,0,0,0
82,'2015/11/24 18:19:18:356',1,119.330002,103.384621,179.301147,175.27829,169.645096,165.221558,136.859924,105.007545,163.752609,179.064224,128.581985,47.160393,177.044586,168.003235,17.183117,1,0.56,0,0,0
83,'2015/11/24 18:19:18:431',1,116.047348,105.252892,172.831726,174.990707,169.339539,166.082428,135.230637,105.09037,164.285767,178.675278,132.060379,48.630394,167.834915,168.092972,16.966101,1,0.56,0,0,0
84,'2015/11/24 18:19:18:509',1,114.958557,104.771111,176.407288,176.256088,168.839371,166.291412,136.41684,105.027939,164.77774,178.311371,136.177673,48.492859,176.339844,164.344589,16.897549,1,0.56,0,0,0
85,'2015/11/24 18:19:18:547',1,109.775658,104.671577,175.634689,177.280289,168.656326,166.250412,137.049957,105.070938,164.694473,178.428589,130.932373,49.057201,172.529312,163.140625,16.875544,1,0.56,0,0,0
86,'2015/11/24 18:19:18:634',1,109.624924,104.593254,175.355881,177.089294,168.448563,166.822754,136.320465,105.063736,164.891052,177.832474,134.58316,49.140728,176.234299,166.251816,17.267876,1,0.56,0,0,0
87,'2015/11/24 18:19:18:713',1,108.399208,103.272926,174.346039,175.843246,168.234711,167.959457,137.220184,105.048149,165.784531,176.533752,136.681366,48.886368,164.80101,173.024948,17.676008,1,0.56,0,0,0
88,'2015/11/24 18:19:18:753',1,107.945244,105.64061,174.545685,172.368637,168.247665,168.374741,138.563965,105.164719,166.133759,176.02449,139.065536,50.242218,172.899429,171.361511,17.839861,1,0.56,0,0,0
89,'2015/11/24 18:19:18:836',1,106.197243,108.138885,175.093658,167.660706,168.246841,169.317429,139.783539,105.34938,167.246262,174.55069,138.246719,51.963066,168.838379,169.328125,18.196337,1,0.56,0,0,0
90,'2015/11/24 18:19:18:912',1,106.147644,107.918259,174.251602,166.782394,168.255203,169.916138,139.614914,105.335052,168.119339,173.372742,138.184677,52.491367,166.532974,167.195602,18.495167,1,0.56,0,0,0
91,'2015/11/24 18:19:18:952',1,106.161736,108.61264,174.256836,165.904572,168.123199,170.426468,139.883026,105.357941,168.907532,172.375626,137.746475,53.446156,170.706757,167.471924,18.698008,1,0.56,0,0,0
92,'2015/11/24 18:19:19:037',1,106.407211,108.359695,172.280029,165.462433,168.247116,171.147919,140.880249,105.331924,169.755707,171.246368,136.398666,53.84119,163.813065,168.98613,18.968281,1,0.56,0,0,0
93,'2015/11/24 18:19:19:088',1,105.807167,108.106117,171.053635,166.046326,168.249237,171.501541,141.13269,105.325752,170.230698,170.728531,133.855484,54.042553,170.857559,170.059769,19.017273,1,0.56,0,0,0
94,'2015/11/24 18:19:19:171',1,103.790573,108.011147,174.839493,167.257416,168.203995,171.90979,140.976089,105.379288,170.828476,169.96402,131.996552,54.513718,161.538635,171.760376,19.181442,1,0.56,0,0,0
95,'2015/11/24 18:19:19:231',1,103.508186,107.826393,176.761154,167.664307,168.281677,172.184891,105.984833,105.32373,171.201523,169.588257,129.586838,54.75452,174.996124,169.906525,19.192646,1,0.56,0,0,0
96,'2015/11/24 18:19:19:306',1,102.962379,112.208717,172.229736,163.836868,168.433533,172.491653,105.959053,105.370094,171.528305,168.885529,125.824883,57.742947,154.313721,171.802933,19.580381,1,0.56,0,0,0
97,'2015/11/24 18:19:19:361',1,102.807549,112.341698,174.480347,163.693237,168.531876,172.551941,105.901512,140.38736,171.692566,168.601227,123.928383,57.956253,163.704163,170.886658,19.703846,1,0.56,0,0,0
98,'2015/11/24 18:19:19:434',1,102.672844,112.54847,172.758347,164.010437,168.69075,172.725525,105.82486,140.120209,171.853928,167.966492,119.933388,58.20554,171.51474,172.590546,20.179573,1,0.56,0,0,0
99,'2015/11/24 18:19:19:513',1,102.826988,112.579842,164.827637,164.464798,169.044189,172.976273,105.795158,105.311089,172.507828,167.038651,110.281921,58.243114,170.639374,173.134689,20.452135,1,0.56,0,0,0
100,'2015/11/24 18:19:19:553',1,102.960945,112.598755,165.572418,164.493042,169.041214,173.072098,105.780724,105.289223,172.727036,166.687759,104.963242,58.304173,177.922394,172.889206,20.584782,1,0.56,0,0,0
101,'2015/11/24 18:19:19:641',1,104.222298,112.594391,168.684143,165.803024,169.165894,173.096359,105.783104,105.292801,172.993835,166.380081,91.222618,58.150517,173.193832,178.498398,20.624695,1,0.56,0,0,0
102,'2015/11/24 18:19:19:686',1,105.10022,112.531898,167.150604,166.082397,169.197708,173.177887,105.794724,105.312828,173.048828,166.217773,89.777992,58.019382,172.319611,179.391953,20.728859,1,0.56,0,0,0
103,'2015/11/24 18:19:19:775',1,107.007042,112.484428,172.197266,166.610199,169.396622,173.287552,105.825195,105.326157,172.677948,166.428223,75.072784,57.123158,173.445221,173.845795,20.872675,1,0.56,0,0,0
104,'2015/11/24 18:19:19:817',1,107.295563,112.789551,169.116348,166.321976,169.621918,173.33313,105.854912,105.354324,172.309708,166.693802,73.352081,56.648945,172.835724,174.109634,20.94931,1,0.56,0,0,0
105,'2015/11/24 18:19:19:918',1,107.610748,113.378357,170.034622,165.235214,169.583588,173.530884,105.952888,105.4282,171.636032,167.20845,65.539772,55.924145,175.812332,173.23671,21.083162,1,0.56,0,0,0
106,'2015/11/24 18:19:19:979',1,107.551605,113.823257,168.371445,164.32782,169.236374,173.636368,106.147301,105.545647,170.869476,168.069778,56.611755,55.333076,171.598434,171.191727,20.950741,1,0.56,0,0,0
107,'2015/11/24 18:19:20:019',1,107.687653,113.838478,167.12471,163.686539,169.042267,173.363586,106.193031,105.56076,170.598709,168.735489,54.717014,55.2435,173.835587,173.812653,20.556526,1,0.56,0,0,0
108,'2015/11/24 18:19:20:103',1,108.728813,113.582184,164.3974,163.3013,168.713272,173.121613,106.269272,105.664116,170.360062,169.19223,54.103424,55.627567,168.805817,175.616272,20.304646,1,0.56,0,0,0
109,'2015/11/24 18:19:20:148',1,108.715103,114.110626,165.63443,162.593872,168.277267,172.786087,106.117714,105.558296,169.993805,169.878479,55.745113,55.897564,170.682724,173.078796,20.0942,1,0.56,0,0,0
110,'2015/11/24 18:19:20:232',1,110.947868,114.943558,165.334122,161.343491,168.504395,171.62114,105.965843,105.439857,167.859177,172.157822,64.056778,56.153805,167.074829,173.299362,19.983009,1,0.56,0,0,0
111,'2015/11/24 18:19:20:316',1,111.467339,114.065475,168.705795,162.421387,169.054535,169.880417,140.492538,105.549171,165.830597,174.452286,78.238014,53.758537,166.506195,176.45108,19.714371,1,0.56,0,0,0
112,'2015/11/24 18:19:20:366',1,111.64695,113.916428,164.249878,162.405548,169.233047,169.453262,139.383713,105.668159,165.985764,174.397858,87.963799,52.543594,168.198013,178.539734,19.577629,1,0.56,0,0,0
113,'2015/11/24 18:19:20:416',1,112.06321,113.894478,157.087143,165.244095,169.292374,168.701324,139.262817,105.542526,165.411209,175.12262,94.021614,51.58852,166.795074,178.491364,19.431524,1,0.56,0,0,0
114,'2015/11/24 18:19:20:501',1,110.627167,120.343506,136.997467,157.179428,169.552261,167.921143,139.791626,105.664543,165.358963,175.112823,81.132706,52.836296,73.996796,176.451584,19.521967,1,0.56,0,0,0
115,'2015/11/24 18:19:20:579',1,112.213661,125.010994,129.144791,157.951904,169.602005,168.122574,138.951584,105.69194,165.352982,174.990891,80.782799,52.959076,100.63385,178.526657,19.644453,1,0.56,0,0,0
116,'2015/11/24 18:19:20:642',1,112.52581,117.744919,125.480721,162.603271,169.414642,168.02002,139.220612,105.562668,165.398087,175.002823,81.328018,49.131214,99.246239,175.460968,19.594456,1,0.56,0,0,0
117,'2015/11/24 18:19:20:709',1,112.323509,118.883377,164.57637,162.23764,169.175095,167.981293,140.905548,105.589958,165.473572,174.916855,113.806374,50.452164,174.149841,171.165726,19.608555,1,0.56,0,0,0
118,'2015/11/24 18:19:20:777',1,112.193863,118.760468,164.421539,160.661133,168.991714,168.006653,140.45813,105.579201,165.426727,174.959641,115.51255,51.059391,172.652802,167.297653,19.613602,1,0.56,0,0,0
119,'2015/11/24 18:19:20:843',1,110.233101,119.393929,169.987198,160.66835,168.509109,168.083099,140.469772,105.847862,166.355225,174.1492,119.347481,50.714302,173.599838,167.569122,19.484169,1,0.56,0,0,0
120,'2015/11/24 18:19:20:883',1,108.915291,118.683861,170.287659,160.832916,168.551544,168.677338,106.670784,105.879555,167.362686,173.119873,118.525238,50.873306,158.329407,168.043686,19.500826,1,0.56,0,0,0
121,'2015/11/24 18:19:20:972',1,108.08712,118.995247,168.960114,159.621857,168.749405,169.365829,106.773216,105.989502,168.97113,171.453201,121.949112,52.293457,172.901855,169.795593,19.529428,1,0.56,0,0,0
122,'2015/11/24 18:19:21:031',1,107.243431,117.89183,167.246185,160.303604,168.752136,169.774109,106.775993,106.01532,169.454819,170.764236,121.729324,52.358784,172.696854,171.343719,19.735001,1,0.56,0,0,0
123,'2015/11/24 18:19:21:108',1,108.163849,117.15683,175.57962,161.098083,168.739639,170.531311,106.683586,105.951355,170.124817,169.895416,129.5047,52.277115,175.115417,175.188995,19.912619,1,0.56,0,0,0
124,'2015/11/24 18:19:21:166',1,107.563049,116.506386,174.303513,161.946075,168.587097,171.003036,106.71994,105.968964,170.806229,169.119446,127.975922,52.372166,174.223053,175.83017,20.005878,1,0.56,0,0,0
